58,35,26,21,22,17,7,4,1,2,4,3,1,2,0,0,0,0,1,0
44,26,22,14,14,13,10,3,1,2,1,3,1,1,0,0,0,0,1,0
23,13,12,11,8,6,1,2,0,1,2,1,1,1,0,0,0,1,0,0
12,10,8,2,5,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0
9,6,8,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2,7,7,5,2,0,0,0,2,0,0,0,0,0,1,0,0,0
8,7,4,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4,1,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,2,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3,2,2,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
