30,44,36,24,18,12,4,4,2,3,2,2,2,1,0,1,0,0,1,0
14,25,19,16,8,8,1,0,1,0,1,1,1,1,0,0,0,1,1,0
17,26,21,14,9,8,1,2,2,1,1,1,1,0,2,0,1,0,1,0
12,17,22,14,10,5,1,3,0,1,2,1,0,0,0,0,0,0,0,1
9,15,11,7,4,2,0,1,1,0,1,1,0,0,0,1,0,0,0,1
12,18,13,9,9,7,2,4,3,2,0,0,0,1,0,0,0,1,0,0
10,13,15,9,8,4,2,0,0,0,0,1,1,1,0,0,0,1,1,0
11,11,5,6,4,4,2,0,1,1,0,0,1,0,1,0,1,1,0,0
5,18,15,12,3,4,0,1,0,1,1,1,1,1,0,0,0,0,0,0
7,17,11,7,0,3,1,0,1,0,1,2,1,0,0,0,0,0,0,0
8,15,12,9,6,3,2,0,0,0,1,0,0,1,1,0,0,1,0,0
2,13,8,7,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8,16,13,14,7,4,2,0,1,2,0,1,2,0,1,0,0,1,0,0
11,13,13,8,5,2,1,1,1,0,0,0,0,1,0,1,0,1,0,0
9,10,12,5,4,5,2,0,1,2,1,2,2,0,1,0,0,0,1,0
5,16,11,9,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
6,14,13,7,5,1,0,2,0,1,1,1,0,0,1,0,0,0,0,0
9,10,9,5,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
6,11,9,8,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4,9,7,6,5,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0
4,6,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
10,11,9,6,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,10,8,7,3,5,0,3,1,0,1,0,0,1,0,1,0,0,0,0
6,6,6,3,5,3,1,1,0,2,2,1,1,0,0,0,0,0,0,0
4,5,3,3,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1
